flight_id,asset_id,tail_number,flight_date,phase,egt_c,egt_margin_c,n1_pct,n2_pct,oil_pressure_psi,oil_temp_c,vibration_n1_ips,vibration_n2_ips,fuel_flow_pph
N12345-2026-04-08-01,ENG-002,N12345,2026-04-08,cruise,893.5,57.5,91.3,95.4,59.7,87.7,0.8,1.2,2537.8
N67890-2026-04-08-01,ENG-003,N67890,2026-04-08,cruise,846.3,51.6,88.6,93.2,53.9,87.1,1.1,1.9,2658.5
N67890-2026-04-08-01,ENG-004,N67890,2026-04-08,cruise,846.5,54.0,89.7,93.6,57.1,88.8,1.0,1.0,2587.4
N12345-2026-04-09-01,ENG-001,N12345,2026-04-09,cruise,919.7,30.6,90.4,96.5,56.0,88.7,0.9,1.4,2522.9
N12345-2026-04-09-01,ENG-002,N12345,2026-04-09,cruise,898.1,50.3,91.6,95.2,61.2,90.4,1.1,1.2,2487.4
N67890-2026-04-09-01,ENG-003,N67890,2026-04-09,cruise,848.3,48.3,89.3,94.9,51.4,87.3,1.4,2.0,2707.1
N67890-2026-04-09-01,ENG-004,N67890,2026-04-09,cruise,849.6,48.1,88.5,94.2,56.7,89.2,1.2,1.5,2654.6
N12345-2026-04-10-01,ENG-001,N12345,2026-04-10,cruise,920.0,30.3,91.5,96.1,58.6,91.7,1.3,1.1,2461.3
N12345-2026-04-10-01,ENG-002,N12345,2026-04-10,cruise,893.9,51.4,91.0,95.8,58.6,89.3,0.7,1.2,2450.6
N67890-2026-04-10-01,ENG-003,N67890,2026-04-10,cruise,847.6,47.2,88.6,93.1,52.0,90.6,1.2,2.0,2669.4
N67890-2026-04-10-01,ENG-004,N67890,2026-04-10,cruise,848.2,50.9,89.6,93.6,53.3,85.1,0.7,1.3,2619.9
N12345-2026-04-11-01,ENG-001,N12345,2026-04-11,cruise,920.1,30.0,90.2,95.4,56.3,89.0,0.9,1.0,2530.3
N12345-2026-04-11-01,ENG-002,N12345,2026-04-11,cruise,896.8,56.6,92.0,95.0,60.0,88.7,1.1,1.2,2494.5
N67890-2026-04-11-01,ENG-003,N67890,2026-04-11,cruise,848.1,53.3,89.9,93.8,55.8,88.2,1.0,2.1,2699.4
N67890-2026-04-11-01,ENG-004,N67890,2026-04-11,cruise,845.1,54.4,88.9,93.1,57.4,85.2,1.0,1.6,2590.1
N12345-2026-04-12-01,ENG-001,N12345,2026-04-12,cruise,921.2,29.7,91.1,95.0,55.4,91.0,1.2,1.4,2490.9
N12345-2026-04-12-01,ENG-002,N12345,2026-04-12,cruise,899.3,55.6,92.0,96.6,59.9,91.6,1.0,0.9,2475.1
N67890-2026-04-12-01,ENG-003,N67890,2026-04-12,cruise,852.4,52.4,89.1,94.1,52.0,86.4,1.0,2.1,2636.6
N67890-2026-04-12-01,ENG-004,N67890,2026-04-12,cruise,846.9,48.1,89.3,94.1,55.8,87.7,1.2,1.4,2654.1
N12345-2026-04-13-01,ENG-001,N12345,2026-04-13,cruise,919.7,29.4,91.9,95.2,59.7,88.8,0.8,1.4,2492.5
N12345-2026-04-13-01,ENG-002,N12345,2026-04-13,cruise,897.1,53.8,91.1,95.3,58.3,90.8,0.9,1.4,2437.3
N67890-2026-04-13-01,ENG-003,N67890,2026-04-13,cruise,847.3,51.8,88.7,94.9,54.1,88.3,1.1,2.1,2604.8
N67890-2026-04-13-01,ENG-004,N67890,2026-04-13,cruise,852.2,52.3,89.9,93.6,56.5,89.4,0.9,1.2,2647.5
N12345-2026-04-14-01,ENG-001,N12345,2026-04-14,cruise,920.9,29.1,90.3,95.4,60.0,88.2,0.8,1.4,2542.3
N12345-2026-04-14-01,ENG-002,N12345,2026-04-14,cruise,894.1,58.0,90.9,96.1,57.7,86.4,0.7,1.2,2478.5
N67890-2026-04-14-01,ENG-003,N67890,2026-04-14,cruise,853.3,46.8,89.2,94.8,52.0,86.9,1.1,2.2,2664.0
N67890-2026-04-14-01,ENG-004,N67890,2026-04-14,cruise,849.8,52.5,88.7,93.6,54.6,84.0,0.8,1.1,2658.8
N12345-2026-04-15-01,ENG-001,N12345,2026-04-15,cruise,921.1,28.8,91.7,95.3,59.4,92.3,1.0,1.1,2476.7
N12345-2026-04-15-01,ENG-002,N12345,2026-04-15,cruise,895.0,54.9,91.7,96.7,56.8,89.2,0.8,1.3,2429.2
N67890-2026-04-15-01,ENG-003,N67890,2026-04-15,cruise,853.9,46.2,89.2,93.8,50.5,88.5,1.3,2.2,2656.2
N67890-2026-04-15-01,ENG-004,N67890,2026-04-15,cruise,848.7,51.8,89.6,93.7,53.3,88.6,1.1,1.2,2625.8
N12345-2026-04-16-01,ENG-001,N12345,2026-04-16,cruise,921.5,28.5,90.8,96.0,59.0,92.1,1.2,1.3,2459.9
N12345-2026-04-16-01,ENG-002,N12345,2026-04-16,cruise,895.8,51.4,91.9,96.3,61.8,90.4,0.9,1.0,2446.3
N67890-2026-04-16-01,ENG-003,N67890,2026-04-16,cruise,853.2,46.3,88.4,94.8,52.9,87.2,1.1,2.2,2644.6
N67890-2026-04-16-01,ENG-004,N67890,2026-04-16,cruise,852.6,50.6,89.4,94.0,57.0,89.0,0.9,1.3,2590.9
N12345-2026-04-17-01,ENG-001,N12345,2026-04-17,cruise,922.1,28.2,90.7,96.3,60.0,90.1,0.9,1.4,2502.0
N12345-2026-04-17-01,ENG-002,N12345,2026-04-17,cruise,897.9,53.9,91.0,96.2,59.0,86.8,0.7,0.8,2497.2
N67890-2026-04-17-01,ENG-003,N67890,2026-04-17,cruise,852.2,51.7,88.2,93.5,51.3,89.9,1.2,2.3,2647.8
N67890-2026-04-17-01,ENG-004,N67890,2026-04-17,cruise,847.6,49.3,89.7,93.0,52.3,87.4,0.8,1.4,2574.7
N12345-2026-04-18-01,ENG-001,N12345,2026-04-18,cruise,922.2,27.9,90.1,95.5,56.1,92.7,1.1,1.2,2442.2
N12345-2026-04-18-01,ENG-002,N12345,2026-04-18,cruise,894.5,52.3,90.2,95.9,62.0,91.2,0.7,1.3,2492.1
N67890-2026-04-18-01,ENG-003,N67890,2026-04-18,cruise,846.8,51.3,88.5,94.4,54.8,87.1,1.1,2.3,2660.9
N67890-2026-04-18-01,ENG-004,N67890,2026-04-18,cruise,850.0,48.9,88.4,94.7,55.0,86.5,0.8,1.1,2627.1
N12345-2026-04-19-01,ENG-001,N12345,2026-04-19,cruise,922.6,27.6,90.1,96.6,58.0,87.7,1.0,1.0,2512.4
N12345-2026-04-19-01,ENG-002,N12345,2026-04-19,cruise,894.2,56.2,91.3,96.0,58.2,86.3,0.9,0.9,2516.3
N67890-2026-04-19-01,ENG-003,N67890,2026-04-19,cruise,851.2,51.9,89.5,94.4,54.7,85.6,0.9,2.3,2647.3
N67890-2026-04-19-01,ENG-004,N67890,2026-04-19,cruise,850.8,50.3,89.8,93.8,53.1,88.3,1.2,1.3,2584.1
N12345-2026-04-20-01,ENG-001,N12345,2026-04-20,cruise,921.7,27.3,91.3,96.4,56.9,89.2,0.8,1.3,2470.4
N12345-2026-04-20-01,ENG-002,N12345,2026-04-20,cruise,893.0,52.9,90.6,96.4,60.5,88.5,1.1,1.1,2464.4
N67890-2026-04-20-01,ENG-003,N67890,2026-04-20,cruise,851.6,48.8,89.4,94.5,53.3,90.1,1.2,2.4,2679.7
N67890-2026-04-20-01,ENG-004,N67890,2026-04-20,cruise,848.8,49.3,88.4,93.8,54.0,87.3,1.1,1.4,2589.3
N12345-2026-04-21-01,ENG-001,N12345,2026-04-21,cruise,923.9,27.0,90.0,95.2,55.9,92.6,1.0,0.9,2466.6
N12345-2026-04-21-01,ENG-002,N12345,2026-04-21,cruise,898.5,53.1,92.0,96.2,59.1,90.3,1.0,1.4,2518.4
N67890-2026-04-21-01,ENG-003,N67890,2026-04-21,cruise,849.9,51.3,89.6,93.6,53.8,85.2,1.2,2.4,2651.9
N67890-2026-04-21-01,ENG-004,N67890,2026-04-21,cruise,849.4,48.3,88.5,93.0,52.9,90.0,1.2,1.2,2617.4
N12345-2026-04-22-01,ENG-001,N12345,2026-04-22,cruise,923.5,26.7,91.0,96.5,55.4,87.5,0.9,1.4,2549.8
N12345-2026-04-22-01,ENG-002,N12345,2026-04-22,cruise,898.1,52.2,91.2,95.4,61.6,89.4,0.8,1.0,2432.8
N67890-2026-04-22-01,ENG-003,N67890,2026-04-22,cruise,852.5,52.4,89.9,94.8,50.4,89.9,1.1,2.4,2673.3
N67890-2026-04-22-01,ENG-004,N67890,2026-04-22,cruise,844.4,54.2,89.5,94.9,54.8,86.8,1.1,1.0,2584.0
N12345-2026-04-23-01,ENG-001,N12345,2026-04-23,cruise,922.7,26.4,91.3,97.0,59.1,88.4,0.9,1.5,2502.0
N12345-2026-04-23-01,ENG-002,N12345,2026-04-23,cruise,900.6,52.0,90.2,96.3,60.9,86.5,1.2,1.1,2462.4
N67890-2026-04-23-01,ENG-003,N67890,2026-04-23,cruise,852.7,51.5,89.8,94.0,55.4,86.2,1.2,2.5,2694.7
N67890-2026-04-23-01,ENG-004,N67890,2026-04-23,cruise,849.7,50.0,89.2,93.3,52.6,89.5,1.1,1.4,2643.7
N12345-2026-04-24-01,ENG-001,N12345,2026-04-24,cruise,924.4,26.1,91.1,95.1,57.9,90.7,1.0,1.5,2547.6
N12345-2026-04-24-01,ENG-002,N12345,2026-04-24,cruise,893.0,57.9,91.8,95.6,57.3,89.5,0.6,1.3,2477.4
N67890-2026-04-24-01,ENG-003,N67890,2026-04-24,cruise,849.8,51.5,88.3,95.0,53.2,89.2,1.1,2.5,2672.7
N67890-2026-04-24-01,ENG-004,N67890,2026-04-24,cruise,851.3,52.6,88.7,94.2,53.6,87.3,0.8,1.3,2643.6
N12345-2026-04-25-01,ENG-001,N12345,2026-04-25,cruise,923.9,25.8,91.0,95.4,59.2,89.2,1.2,1.1,2461.6
N12345-2026-04-25-01,ENG-002,N12345,2026-04-25,cruise,899.2,51.8,90.2,95.5,57.4,88.6,0.8,0.9,2535.1
N67890-2026-04-25-01,ENG-003,N67890,2026-04-25,cruise,847.0,50.0,90.0,94.7,50.9,88.1,1.2,2.6,2684.2
N67890-2026-04-25-01,ENG-004,N67890,2026-04-25,cruise,849.7,52.5,88.8,94.4,52.4,88.9,1.0,1.4,2624.0
N12345-2026-04-26-01,ENG-001,N12345,2026-04-26,cruise,924.2,25.5,90.7,96.1,60.6,88.5,0.7,1.0,2544.1
N12345-2026-04-26-01,ENG-002,N12345,2026-04-26,cruise,891.7,54.6,91.3,95.3,60.7,88.1,1.0,1.1,2508.4
N67890-2026-04-26-01,ENG-003,N67890,2026-04-26,cruise,850.6,51.1,88.3,93.3,55.3,89.8,1.0,2.6,2665.8
N67890-2026-04-26-01,ENG-004,N67890,2026-04-26,cruise,848.1,48.6,88.3,93.5,53.9,85.7,0.9,1.4,2602.5
N12345-2026-04-27-01,ENG-001,N12345,2026-04-27,cruise,924.7,25.2,91.7,95.7,58.5,92.8,0.9,1.0,2442.8
N12345-2026-04-27-01,ENG-002,N12345,2026-04-27,cruise,894.5,57.5,91.4,95.2,57.0,86.6,0.6,1.3,2485.8
N67890-2026-04-27-01,ENG-003,N67890,2026-04-27,cruise,851.3,46.7,88.5,93.3,50.2,88.9,1.3,2.6,2627.1
N67890-2026-04-27-01,ENG-004,N67890,2026-04-27,cruise,849.6,53.0,88.3,94.7,52.2,88.0,1.2,1.2,2627.1
N12345-2026-04-28-01,ENG-001,N12345,2026-04-28,cruise,926.0,24.9,91.1,95.5,57.7,92.8,1.1,1.0,2511.7
N12345-2026-04-28-01,ENG-002,N12345,2026-04-28,cruise,895.3,54.5,91.0,96.3,57.9,88.1,0.9,1.3,2473.0
N67890-2026-04-28-01,ENG-003,N67890,2026-04-28,cruise,851.5,46.0,89.6,94.7,52.2,87.1,1.1,2.7,2591.0
N67890-2026-04-28-01,ENG-004,N67890,2026-04-28,cruise,845.5,51.8,88.0,93.9,53.8,85.4,0.7,1.2,2619.4
N12345-2026-04-29-01,ENG-001,N12345,2026-04-29,cruise,925.5,24.6,90.8,95.3,59.4,89.3,0.9,1.1,2490.7
N12345-2026-04-29-01,ENG-002,N12345,2026-04-29,cruise,898.6,57.3,91.6,96.4,57.7,90.5,1.1,1.0,2522.4
N67890-2026-04-29-01,ENG-003,N67890,2026-04-29,cruise,852.0,50.9,88.5,94.2,51.1,86.1,0.8,2.7,2596.0
N67890-2026-04-29-01,ENG-004,N67890,2026-04-29,cruise,847.1,48.8,88.5,94.4,56.4,85.4,0.8,1.3,2611.0
N12345-2026-04-30-01,ENG-001,N12345,2026-04-30,cruise,925.3,24.3,91.6,97.0,57.8,91.7,0.9,1.4,2554.2
N12345-2026-04-30-01,ENG-002,N12345,2026-04-30,cruise,900.2,50.6,90.9,95.4,61.0,90.9,1.1,0.9,2512.2
N67890-2026-04-30-01,ENG-003,N67890,2026-04-30,cruise,847.7,51.9,88.1,93.9,51.5,89.6,1.1,2.7,2707.9
N67890-2026-04-30-01,ENG-004,N67890,2026-04-30,cruise,848.6,50.5,88.6,94.3,52.3,89.6,1.0,1.2,2646.6
N12345-2026-05-01-01,ENG-001,N12345,2026-05-01,cruise,925.4,24.0,91.8,96.7,56.3,87.7,1.1,1.1,2460.1
N12345-2026-05-01-01,ENG-002,N12345,2026-05-01,cruise,897.0,56.3,90.0,95.1,60.7,88.9,1.0,1.0,2430.7
N67890-2026-05-01-01,ENG-003,N67890,2026-05-01,cruise,853.5,53.4,90.0,94.3,50.9,85.4,1.2,2.8,2674.2
N67890-2026-05-01-01,ENG-004,N67890,2026-05-01,cruise,845.0,49.9,90.0,94.6,56.5,88.8,1.0,1.1,2652.7
N12345-2026-05-02-01,ENG-001,N12345,2026-05-02,cruise,925.8,23.9,90.3,96.8,57.9,89.6,0.9,1.3,2462.8
N12345-2026-05-02-01,ENG-002,N12345,2026-05-02,cruise,898.2,55.9,90.6,96.7,61.5,89.3,0.6,0.9,2455.5
N67890-2026-05-02-01,ENG-003,N67890,2026-05-02,cruise,850.1,51.1,88.8,93.4,51.6,85.1,1.3,2.8,2683.1
N67890-2026-05-02-01,ENG-004,N67890,2026-05-02,cruise,850.5,53.3,89.1,93.8,55.1,87.0,1.0,1.4,2608.7
N12345-2026-05-03-01,ENG-001,N12345,2026-05-03,cruise,926.5,23.8,90.2,96.0,55.4,92.0,0.8,1.4,2464.2
N12345-2026-05-03-01,ENG-002,N12345,2026-05-03,cruise,895.3,54.6,91.7,96.3,59.2,90.2,0.8,1.0,2492.7
N67890-2026-05-03-01,ENG-003,N67890,2026-05-03,cruise,846.0,49.9,89.8,93.2,50.4,89.8,0.8,2.8,2657.0
N67890-2026-05-03-01,ENG-004,N67890,2026-05-03,cruise,844.3,51.0,89.4,94.6,53.6,84.2,0.7,1.2,2683.4
N12345-2026-05-04-01,ENG-001,N12345,2026-05-04,cruise,927.3,23.6,90.2,96.5,58.2,88.1,1.0,1.0,2515.0
N12345-2026-05-04-01,ENG-002,N12345,2026-05-04,cruise,899.1,53.3,90.2,96.3,58.1,88.8,1.0,1.3,2440.0
N67890-2026-05-04-01,ENG-003,N67890,2026-05-04,cruise,850.5,47.3,90.0,93.9,51.1,87.1,1.0,2.9,2709.0
N67890-2026-05-04-01,ENG-004,N67890,2026-05-04,cruise,849.1,54.1,88.9,94.5,55.7,87.4,0.8,1.5,2681.1
N12345-2026-05-05-01,ENG-001,N12345,2026-05-05,cruise,926.0,23.5,91.9,95.9,57.4,91.4,1.3,1.3,2502.1
N12345-2026-05-05-01,ENG-002,N12345,2026-05-05,cruise,891.7,52.4,90.4,96.7,56.1,90.9,1.0,1.0,2486.4
N67890-2026-05-05-01,ENG-003,N67890,2026-05-05,cruise,845.9,46.3,88.7,93.3,53.3,87.2,1.1,2.9,2618.0
N67890-2026-05-05-01,ENG-004,N67890,2026-05-05,cruise,844.7,51.2,89.8,94.5,56.3,88.8,0.8,1.5,2652.8
N12345-2026-05-06-01,ENG-001,N12345,2026-05-06,cruise,926.8,23.4,91.8,96.2,56.8,91.4,1.0,0.9,2446.7
N12345-2026-05-06-01,ENG-002,N12345,2026-05-06,cruise,893.5,56.5,90.8,96.7,61.2,87.4,1.0,1.2,2421.4
N67890-2026-05-06-01,ENG-003,N67890,2026-05-06,cruise,850.5,46.3,89.1,93.3,54.7,88.0,0.9,2.9,2596.1
N67890-2026-05-06-01,ENG-004,N67890,2026-05-06,cruise,845.9,51.6,89.2,94.0,53.3,85.7,0.9,1.1,2579.9
N12345-2026-05-07-01,ENG-001,N12345,2026-05-07,cruise,926.9,23.2,90.1,95.8,55.5,90.0,1.2,1.0,2456.2
N12345-2026-05-07-01,ENG-002,N12345,2026-05-07,cruise,895.5,55.2,90.4,96.2,60.4,87.5,0.6,1.3,2458.8
N67890-2026-05-07-01,ENG-003,N67890,2026-05-07,cruise,853.6,49.4,88.7,93.6,55.5,88.6,0.8,3.0,2626.6
N67890-2026-05-07-01,ENG-004,N67890,2026-05-07,cruise,844.3,55.9,88.9,93.3,52.3,88.9,0.8,1.2,2660.9
N12345-2026-05-08-01,ENG-001,N12345,2026-05-08,cruise,927.6,23.1,90.2,95.1,60.7,92.6,1.2,1.4,2441.6
N12345-2026-05-08-01,ENG-002,N12345,2026-05-08,cruise,893.6,53.6,90.0,95.4,59.2,87.2,0.9,1.0,2478.0
N67890-2026-05-08-01,ENG-003,N67890,2026-05-08,cruise,853.3,46.1,89.2,94.3,54.4,85.3,0.9,3.0,2624.1
N67890-2026-05-08-01,ENG-004,N67890,2026-05-08,cruise,845.9,48.4,89.3,93.0,54.3,85.6,1.2,1.4,2673.7
N12345-2026-05-09-01,ENG-001,N12345,2026-05-09,cruise,926.0,23.0,91.7,96.3,56.4,89.3,1.3,1.0,2477.9
N12345-2026-05-09-01,ENG-002,N12345,2026-05-09,cruise,893.2,51.5,91.0,95.9,61.6,86.1,0.7,1.1,2460.0
N67890-2026-05-09-01,ENG-003,N67890,2026-05-09,cruise,852.4,48.8,89.3,93.5,52.4,90.9,1.1,3.1,2687.4
N67890-2026-05-09-01,ENG-004,N67890,2026-05-09,cruise,847.8,55.1,89.6,93.1,55.3,85.7,0.8,1.5,2648.8
N12345-2026-05-10-01,ENG-001,N12345,2026-05-10,cruise,926.3,22.9,90.8,96.9,58.7,90.8,0.8,1.0,2458.3
N12345-2026-05-10-01,ENG-002,N12345,2026-05-10,cruise,893.0,52.6,91.1,95.4,56.8,89.2,1.1,1.3,2457.1
N67890-2026-05-10-01,ENG-003,N67890,2026-05-10,cruise,849.1,54.0,90.0,93.3,54.2,90.6,1.4,3.1,2628.1
N67890-2026-05-10-01,ENG-004,N67890,2026-05-10,cruise,848.4,48.9,88.6,94.8,56.4,88.6,1.2,1.2,2619.4
N12345-2026-05-11-01,ENG-001,N12345,2026-05-11,cruise,927.1,22.8,91.9,96.8,60.6,88.6,1.2,1.0,2462.2
N12345-2026-05-11-01,ENG-002,N12345,2026-05-11,cruise,894.1,52.1,91.1,95.5,57.4,90.1,0.8,1.2,2477.2
N67890-2026-05-11-01,ENG-003,N67890,2026-05-11,cruise,849.6,49.0,89.7,94.0,53.0,85.8,0.9,3.1,2593.9
N67890-2026-05-11-01,ENG-004,N67890,2026-05-11,cruise,844.9,50.2,88.8,94.5,57.9,88.5,0.7,1.6,2688.3
N12345-2026-05-12-01,ENG-001,N12345,2026-05-12,cruise,928.1,22.6,91.0,95.6,57.7,88.5,0.9,0.9,2528.2
N12345-2026-05-12-01,ENG-002,N12345,2026-05-12,cruise,896.6,54.9,91.5,96.2,59.2,91.3,1.1,1.1,2474.2
N67890-2026-05-12-01,ENG-003,N67890,2026-05-12,cruise,854.7,50.1,88.8,94.5,55.0,88.3,1.1,3.2,2665.7
N67890-2026-05-12-01,ENG-004,N67890,2026-05-12,cruise,851.2,51.2,88.6,94.7,54.8,86.5,1.1,1.0,2632.0
N12345-2026-05-13-01,ENG-001,N12345,2026-05-13,cruise,926.8,22.5,91.7,95.9,59.3,87.7,1.2,1.5,2523.5
N12345-2026-05-13-01,ENG-002,N12345,2026-05-13,cruise,898.7,53.6,90.4,96.2,60.3,87.2,0.9,1.0,2503.0
N67890-2026-05-13-01,ENG-003,N67890,2026-05-13,cruise,848.0,47.0,88.2,93.9,55.4,87.2,1.1,3.2,2636.1
N67890-2026-05-13-01,ENG-004,N67890,2026-05-13,cruise,845.7,55.6,88.8,93.8,56.6,89.5,1.0,1.4,2588.0
N12345-2026-05-14-01,ENG-001,N12345,2026-05-14,cruise,928.3,22.4,90.4,96.4,57.5,88.9,1.2,1.2,2515.2
N12345-2026-05-14-01,ENG-002,N12345,2026-05-14,cruise,898.4,51.6,91.2,95.5,58.8,91.1,0.9,0.8,2525.9
N67890-2026-05-14-01,ENG-003,N67890,2026-05-14,cruise,849.3,49.3,88.2,94.2,51.4,86.5,1.1,3.2,2664.4
N67890-2026-05-14-01,ENG-004,N67890,2026-05-14,cruise,848.2,48.4,88.3,94.3,52.2,89.1,1.1,1.5,2605.8
N12345-2026-05-15-01,ENG-001,N12345,2026-05-15,cruise,928.6,22.2,90.1,95.8,56.1,91.0,1.1,1.3,2511.4
N12345-2026-05-15-01,ENG-002,N12345,2026-05-15,cruise,893.1,53.6,91.2,96.9,56.6,87.8,0.8,1.0,2428.1
N67890-2026-05-15-01,ENG-003,N67890,2026-05-15,cruise,849.2,47.1,89.4,93.5,52.6,88.2,1.1,3.3,2673.5
N67890-2026-05-15-01,ENG-004,N67890,2026-05-15,cruise,846.3,53.8,89.3,95.0,54.9,88.1,1.3,1.6,2604.5
N12345-2026-05-16-01,ENG-001,N12345,2026-05-16,cruise,928.1,22.1,90.6,96.1,61.0,89.1,0.8,1.2,2502.4
N12345-2026-05-16-01,ENG-002,N12345,2026-05-16,cruise,894.9,51.4,91.2,96.4,61.9,86.0,0.6,1.2,2434.2
N67890-2026-05-16-01,ENG-003,N67890,2026-05-16,cruise,848.6,49.3,88.7,94.1,55.1,88.8,0.8,3.3,2614.1
N67890-2026-05-16-01,ENG-004,N67890,2026-05-16,cruise,850.3,50.5,89.0,93.6,52.0,88.1,0.9,1.4,2643.9
N12345-2026-05-17-01,ENG-001,N12345,2026-05-17,cruise,927.1,22.0,90.4,95.7,57.0,91.0,1.2,1.4,2517.5
N12345-2026-05-17-01,ENG-002,N12345,2026-05-17,cruise,896.4,57.1,91.1,95.7,60.7,88.5,1.0,1.3,2455.9
N67890-2026-05-17-01,ENG-003,N67890,2026-05-17,cruise,851.6,47.7,89.4,94.6,54.3,90.3,1.0,3.3,2706.4
N67890-2026-05-17-01,ENG-004,N67890,2026-05-17,cruise,848.9,55.9,89.3,94.7,55.4,86.3,1.1,1.5,2660.2
N12345-2026-05-18-01,ENG-001,N12345,2026-05-18,cruise,928.5,21.9,90.6,95.1,57.5,90.0,0.8,1.2,2554.1
N12345-2026-05-18-01,ENG-002,N12345,2026-05-18,cruise,897.9,50.9,91.6,96.6,61.5,88.7,0.6,1.1,2480.0
N67890-2026-05-18-01,ENG-003,N67890,2026-05-18,cruise,847.1,50.2,89.6,93.3,51.1,90.2,1.3,3.4,2702.6
N67890-2026-05-18-01,ENG-004,N67890,2026-05-18,cruise,845.9,53.8,88.9,94.4,55.1,84.0,1.3,1.4,2641.3
N12345-2026-05-19-01,ENG-001,N12345,2026-05-19,cruise,927.4,21.8,90.9,95.1,58.1,91.0,0.9,1.2,2477.5
N12345-2026-05-19-01,ENG-002,N12345,2026-05-19,cruise,892.5,51.5,90.6,95.6,58.6,86.7,0.7,1.0,2421.8
N67890-2026-05-19-01,ENG-003,N67890,2026-05-19,cruise,849.3,48.8,88.6,93.3,53.7,89.2,1.0,3.4,2619.4
N67890-2026-05-19-01,ENG-004,N67890,2026-05-19,cruise,851.6,50.7,88.9,93.3,54.8,88.1,0.8,1.0,2621.2
N12345-2026-05-20-01,ENG-001,N12345,2026-05-20,cruise,927.8,21.6,91.2,96.2,60.0,91.2,1.1,1.1,2538.1
N12345-2026-05-20-01,ENG-002,N12345,2026-05-20,cruise,894.6,54.3,91.9,96.5,58.8,86.8,1.1,1.4,2476.2
N67890-2026-05-20-01,ENG-003,N67890,2026-05-20,cruise,848.9,49.7,88.5,93.4,52.7,90.2,1.2,3.5,2699.5
N67890-2026-05-20-01,ENG-004,N67890,2026-05-20,cruise,849.3,53.3,89.6,94.8,54.7,84.2,1.0,1.2,2625.3
N12345-2026-05-21-01,ENG-001,N12345,2026-05-21,cruise,927.8,21.5,91.5,96.2,55.8,87.6,1.2,1.4,2479.1
N12345-2026-05-21-01,ENG-002,N12345,2026-05-21,cruise,895.4,54.3,90.8,95.8,59.7,89.3,1.2,1.0,2460.9
N67890-2026-05-21-01,ENG-003,N67890,2026-05-21,cruise,849.9,49.5,89.6,94.1,54.9,86.4,1.2,3.5,2599.3
N67890-2026-05-21-01,ENG-004,N67890,2026-05-21,cruise,844.7,51.9,89.2,93.9,55.3,88.9,0.8,1.6,2578.4
N12345-2026-05-22-01,ENG-001,N12345,2026-05-22,cruise,927.8,21.4,91.6,96.5,57.3,90.0,1.1,1.0,2538.0
N12345-2026-05-22-01,ENG-002,N12345,2026-05-22,cruise,893.7,55.1,90.0,95.3,56.9,89.2,0.8,1.1,2443.5
N67890-2026-05-22-01,ENG-003,N67890,2026-05-22,cruise,851.6,53.3,88.6,94.9,54.1,87.6,1.4,3.5,2631.3
N67890-2026-05-22-01,ENG-004,N67890,2026-05-22,cruise,850.3,55.9,88.8,93.3,53.8,86.2,1.0,1.0,2654.4
N12345-2026-05-23-01,ENG-001,N12345,2026-05-23,cruise,929.4,21.2,90.7,96.7,60.2,88.4,1.1,1.1,2478.2
N12345-2026-05-23-01,ENG-002,N12345,2026-05-23,cruise,896.7,54.4,91.3,95.9,57.1,88.3,1.2,1.3,2438.5
N67890-2026-05-23-01,ENG-003,N67890,2026-05-23,cruise,847.9,46.6,88.0,94.4,56.0,87.9,1.1,3.6,2708.8
N67890-2026-05-23-01,ENG-004,N67890,2026-05-23,cruise,851.6,51.3,88.9,94.6,55.6,86.6,0.8,1.3,2636.2
N12345-2026-05-24-01,ENG-001,N12345,2026-05-24,cruise,928.8,21.1,90.7,95.4,58.6,90.5,1.2,1.0,2500.2
N12345-2026-05-24-01,ENG-002,N12345,2026-05-24,cruise,896.8,52.9,92.0,96.1,60.2,86.7,0.9,1.2,2437.1
N67890-2026-05-24-01,ENG-003,N67890,2026-05-24,cruise,847.1,52.2,88.9,93.2,54.4,90.3,0.9,3.6,2646.7
N67890-2026-05-24-01,ENG-004,N67890,2026-05-24,cruise,847.0,48.6,89.3,94.6,53.9,84.3,0.9,1.5,2626.3
N12345-2026-05-25-01,ENG-001,N12345,2026-05-25,cruise,929.0,21.0,90.9,96.5,57.5,92.8,1.2,1.1,2444.2
N12345-2026-05-25-01,ENG-002,N12345,2026-05-25,cruise,893.1,55.8,91.1,95.1,58.8,87.0,0.6,1.4,2517.1
N67890-2026-05-25-01,ENG-003,N67890,2026-05-25,cruise,850.9,50.0,89.7,93.6,53.7,85.8,1.0,3.6,2692.9
N67890-2026-05-25-01,ENG-004,N67890,2026-05-25,cruise,851.1,49.4,89.2,93.3,54.7,88.8,0.9,1.4,2628.2
N12345-2026-05-26-01,ENG-001,N12345,2026-05-26,cruise,930.0,20.6,91.7,95.7,55.5,87.9,1.3,1.0,2499.5
N12345-2026-05-26-01,ENG-002,N12345,2026-05-26,cruise,892.6,51.9,90.9,96.3,57.3,90.4,0.8,1.2,2510.7
N67890-2026-05-26-01,ENG-003,N67890,2026-05-26,cruise,852.5,48.4,89.5,94.5,50.7,88.2,1.0,3.7,2674.7
N67890-2026-05-26-01,ENG-004,N67890,2026-05-26,cruise,847.5,55.0,88.0,94.9,54.7,88.1,1.3,1.4,2574.9
